"ordinal","question_id","route_style","eligible","s0_protected_rows","post_selection_em_delta_rows","sealed_s1_rows","compression_prompt_token_proxy","compression_status","validated_fact_count","answer_prompt_token_proxy","baseline_fallback","baseline_fallback_reason","prediction_kind","changed_from_baseline","baseline_semantic_correct","candidate_semantic_correct","semantic_rescued","semantic_regressed","verdict_source","baseline_exact_match","candidate_exact_match","baseline_f1","candidate_f1","baseline_prediction_sha256","prediction_sha256","compression_completion_sha256","compression_receipt_sha256","answer_prompt_receipt_sha256","answer_response_journal_sha256","judge_verdict_sha256"
"62","1903aded","direct_extract","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62",,,,,
"63","gpt4_4edbafa2","temporal_timeline","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62",,,,,
"64","184da446","numeric_reduce","True","21","20","41","2877","empty","0",,"True","empty_compression","sealed_baseline_fallback","False","True","True","False","False","sealed_baseline_judge","True","True","1","1","36790ecd55c2030dc553685bef719df653f413a20cdad1bfd1dc934c76686ddd","36790ecd55c2030dc553685bef719df653f413a20cdad1bfd1dc934c76686ddd","dd2c2794587e06d62d8ca1d6ee585494e9518d6f213a32e7d20369973ad97b7f","dcc4c886a18029c687d45e00c0cfdf3cbe2df4b4758824db019e4b99be8ce87e",,,
"65","5025383b","set_join","False",,,,,,,,"False",,"sealed_baseline_preserved","False","True","True","False","False","sealed_baseline_judge","False","False","1","1","662ff04efd3fb0a7177191612e92ed7ec68e21acaf7f190df4cfee76b279e247","662ff04efd3fb0a7177191612e92ed7ec68e21acaf7f190df4cfee76b279e247",,,,,
"66","00ca467f","numeric_reduce","True","23","9","32","1299","empty","0",,"True","empty_compression","sealed_baseline_fallback","False","True","True","False","False","sealed_baseline_judge","True","True","1","1","d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35","d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35","dd2c2794587e06d62d8ca1d6ee585494e9518d6f213a32e7d20369973ad97b7f","ed9a4da3a832e39a2b59225fcc6ca8a0cf3ec671ffb46c2190c8079c8fe6f846",,,
"67","80ec1f4f","numeric_reduce","True","25","18","43","2984","empty","0",,"True","empty_compression","sealed_baseline_fallback","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce","4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce","dd2c2794587e06d62d8ca1d6ee585494e9518d6f213a32e7d20369973ad97b7f","eaef919025a7e3648cc0ab41884139a9c6910b64e999831a9f2e2d33905a9329",,,
"68","8e9d538c","numeric_reduce","True","20","17","37","2963","valid","1","3245","False",,"routed_terra_candidate","False","True","True","False","False","sealed_baseline_judge","True","True","1","1","4523540f1504cd17100c4835e85b7eefd49911580f8efff0599a8f283be6b9e3","4523540f1504cd17100c4835e85b7eefd49911580f8efff0599a8f283be6b9e3","6f9df4b0a52096126617077eeb08aa011b0de11a456630ad7db7a76f7cb93909","37b5b9f02e044a9389126c55525a7cc2d8caf25bc1061ab726ab5d6223134a00","356a478901aab9e3834859f53f25ae037b340ba6b1cb51b63b32272a9afc90db","4b29a1aa7a5d0d4a061ea2128154a2ac827f17c31f0857e31c043b874e1df38c",
"69","0a995998","numeric_reduce","True","13","18","31","3010","empty","0",,"True","empty_compression","sealed_baseline_fallback","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35","d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35","dd2c2794587e06d62d8ca1d6ee585494e9518d6f213a32e7d20369973ad97b7f","324b9e9f17256d1828001ed1d05e2c65b558af232536c26e6cf8e73c52a45153",,,
"70","561fabcd","state_chain","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62",,,,,
"71","1d4da289","direct_extract","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0.1","0.1","546eab3396d76c3726bb3468524e6999a6840533a1d91a07220ab77e2b2fb10f","546eab3396d76c3726bb3468524e6999a6840533a1d91a07220ab77e2b2fb10f",,,,,
"72","6456829e_abs","numeric_reduce","True","38","17","55","2925","empty","0",,"True","empty_compression","sealed_baseline_fallback","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","dd2c2794587e06d62d8ca1d6ee585494e9518d6f213a32e7d20369973ad97b7f","f449c6462b7b67adacf695e7ba944bde757620a99e9025e3941feb9558a53d49",,,
"73","gpt4_8e165409","temporal_timeline","False",,,,,,,,"False",,"sealed_baseline_preserved","False","True","True","False","False","sealed_baseline_judge","False","False","0.33333333333333337","0.33333333333333337","60acc36e5d51315d92d69fa8dc75929ce56ac4582214c9148c15314ba848f0d0","60acc36e5d51315d92d69fa8dc75929ce56ac4582214c9148c15314ba848f0d0",,,,,
"74","41275add","direct_extract","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62",,,,,
"75","2318644b","numeric_reduce","True","40","19","59","2653","valid","2","3628","False",,"routed_terra_candidate","True","False","True","True","False","new_sol_judge","False","True","0.4","1","b61a8a2c896129db7fc37d1cf3accb1fffd35822195a3b72928116f73e7691fb","d8d1790737d57ac4fe91a2c0a28087c0a97c81f5dc6b19d5e4aec20c08bb95ae","74ef43c0e81565e04d64efed3b4db6755c45c49365ed000b4d36de43cbe254df","a08d6750296053b3895c6b4265fd1fb077b74c3ba3e22013767a309182a379bc","e0c423e995ffcfe073fa34fe01d5f44dcbeb8e5fd46ef870abdd5034eeec9992","b516f558eb0956ebfae5ca83f298c1abaf9020e65a4ad9c47bbc0a5620fc0e35","7f2e4be91203e8130aa69c0620eee232a08dc6d57167386f67c67d5ae9449ffb"
"76","2e6d26dc","numeric_reduce","True","16","17","33","3171","valid","3","3292","False",,"routed_terra_candidate","False","True","True","False","False","sealed_baseline_judge","True","True","1","1","ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d","ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d","2c828689163e2c849d67382f8a2a3ce15b0c2595d324e0a139454ec5a12aa934","70bda52f96e322912efab92a28d99335bc147e1bb4fc0175bd383dd3c46f9eb9","75af09eb546f0e6d2dceb596206172bc835447851f10fe4afad6037345aecb85","4344ecabb741f266a45ce39c30a4341638cd4a65899e853ff0bbc0ccc1e614c6",
"77","0bc8ad92","temporal_timeline","False",,,,,,,,"False",,"sealed_baseline_preserved","False","True","True","False","False","sealed_baseline_judge","False","False","0.6666666666666666","0.6666666666666666","8119ba2ef1c4160647d2dfb884485c87c51715817cd54b94e66731151e55e28f","8119ba2ef1c4160647d2dfb884485c87c51715817cd54b94e66731151e55e28f",,,,,
"78","8979f9ec","numeric_reduce","True","17","19","36","2926","valid","4","3315","False",,"routed_terra_candidate","True","False","False","False","False","new_sol_judge","False","False","0","0","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a","8b7af22f41f444e0eaf68357db516b39cd276ebda12885eb798683031df7a45f","ba7c0f962257b314a2c1d7bdbb3f857157719e7d61ca2fc9b9b6a3068fc340f9","d9e16e6d7ea74908012435f847426938a4954bb562325f78068f395b53ae3ca2","df48f812a7bdb9e89b15a2b747b28ad1e92804eb0ab215dd581ab113c8593d14","3db90628aa68810a13526858753ad2d88885e4944ba901deb6c6d47a3e417f00"
"79","7527f7e2","direct_extract","False",,,,,,,,"False",,"sealed_baseline_preserved","False","True","True","False","False","sealed_baseline_judge","True","True","1","1","752cf93704f4a6dea555249feb7cfecec1f2587839021a6b4040f57170baae9c","752cf93704f4a6dea555249feb7cfecec1f2587839021a6b4040f57170baae9c",,,,,
"80","58ef2f1c","direct_extract","False",,,,,,,,"False",,"sealed_baseline_preserved","False","True","True","False","False","sealed_baseline_judge","False","False","0","0","860bd0e3b2c6d94658122ae774e7a91b0ddfcabf24b1635fd6ae32b63dd580fb","860bd0e3b2c6d94658122ae774e7a91b0ddfcabf24b1635fd6ae32b63dd580fb",,,,,
"81","1a1907b4","synthesize","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","eb1bca60a86ba996085718c1c0dfe0f8a52b744f971d1a8085cca595af3123e3","eb1bca60a86ba996085718c1c0dfe0f8a52b744f971d1a8085cca595af3123e3",,,,,
"82","1d4e3b97","synthesize","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0.08823529411764708","0.08823529411764708","182d5b21586a33afa3d3b9b68ab5ec79d4b676c05347b6374ee95a167b849835","182d5b21586a33afa3d3b9b68ab5ec79d4b676c05347b6374ee95a167b849835",,,,,
"83","c14c00dd","state_chain","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62",,,,,
"84","2a1811e2","temporal_timeline","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62",,,,,
"85","gpt4_1d4ab0c9","temporal_timeline","False",,,,,,,,"False",,"sealed_baseline_preserved","False","True","True","False","False","sealed_baseline_judge","False","False","0.33333333333333337","0.33333333333333337","c58c62118b21ccebbff184efe36f74563c43635b58bdea1c9e79aa6061fed25b","c58c62118b21ccebbff184efe36f74563c43635b58bdea1c9e79aa6061fed25b",,,,,
"86","gpt4_7f6b06db","temporal_timeline","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0.048780487804878044","0.048780487804878044","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62",,,,,
"87","2788b940","numeric_reduce","True","22","15","37","3187","valid","3","3389","False",,"routed_terra_candidate","True","True","False","False","True","new_sol_judge","True","False","1","0","ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d","4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a","9c310c4fe6379f8a8df72d1c27b71a8a0720e68d63c55c19bfcebd04a9c99832","c01e14c63609593b4bed65a2c52e0e7d2793d40dae1bd4fa8951b14560953b40","a2f18efe6074eb2b43b97a0457b638b9bbc836305a67135aef29fecdd4e0ee46","04f6857cacc72e0427a912f22ff294f1c7476e6a2572a3f57736c7cd8a4fc4a4","8eaf156da7236101c7e44007a8bb0da545b254f3cdcff6995872462f8efb8623"
"88","gpt4_e072b769","temporal_timeline","False",,,,,,,,"False",,"sealed_baseline_preserved","False","True","True","False","False","sealed_baseline_judge","True","True","1","1","5bac72ed8757be65a49dc9a8d6538e32101604c6123b6f6c64b28ec7ab6bd65f","5bac72ed8757be65a49dc9a8d6538e32101604c6123b6f6c64b28ec7ab6bd65f",,,,,
"89","c7cf7dfd","direct_extract","False",,,,,,,,"False",,"sealed_baseline_preserved","False","True","True","False","False","sealed_baseline_judge","True","True","1","1","ad35efae4cd09b074fac675dcc31e31a43d2265db180d8ba11edd308e2496b43","ad35efae4cd09b074fac675dcc31e31a43d2265db180d8ba11edd308e2496b43",,,,,
"90","affe2881","numeric_reduce","True","37","18","55","2900","empty","0",,"True","empty_compression","sealed_baseline_fallback","False","True","True","False","False","sealed_baseline_judge","True","True","1","1","e29c9c180c6279b0b02abd6a1801c7c04082cf486ec027aa13515e4f3884bb6b","e29c9c180c6279b0b02abd6a1801c7c04082cf486ec027aa13515e4f3884bb6b","dd2c2794587e06d62d8ca1d6ee585494e9518d6f213a32e7d20369973ad97b7f","c5e5dacce1bbe5ed164b585426cf59116af84db20f79843c91d147a2feee0915",,,
"91","gpt4_1916e0ea","temporal_timeline","False",,,,,,,,"False",,"sealed_baseline_preserved","False","True","True","False","False","sealed_baseline_judge","False","False","0.33333333333333337","0.33333333333333337","9e0f392dae26226ab383e4826d0790ebf0b42beedcd6133f5cb873a304a4cff4","9e0f392dae26226ab383e4826d0790ebf0b42beedcd6133f5cb873a304a4cff4",,,,,
"92","078150f1","numeric_reduce","True","42","18","60","2773","valid","2","3666","False",,"routed_terra_candidate","True","True","False","False","True","new_sol_judge","True","False","1","0","a4bb5df8e940d605f1da0c93c8d6085681c561a9edd47904da0c8bbf59ef97dd","1e472b39b105d349bcd069c4a711b44a2fffb8e274714bb07ecfff69a9a7f67b","369eb83f31fdf7b457e4603bce5f4b32ee1b680918458a0113715563314ccf37","e24834e88a8e4598d5daafa7c85d4a8194e05c01b7ea5f5e6cc8773c25299cb1","c3906b55746db37ee2cabcaf4b530c1405c22ee58449c734d1ae10c135eb7d09","de50e79da7406a1e1d5ddfdae4fc74499d461ff673ca853ae608c2754ad5ee55","8b4cf34133a0aec44b3d1d1b63837ae286a8e16e4c220f1b50b558fc46ad2826"
"93","eac54add","temporal_timeline","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0.2","0.2","810d7c3ca6aa6411102588f8636833035138a35f32f5e7b2df96d2ab2dc4d660","810d7c3ca6aa6411102588f8636833035138a35f32f5e7b2df96d2ab2dc4d660",,,,,
"94","9a707b81","temporal_timeline","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0.16666666666666669","0.16666666666666669","f80e760dc2a4cdf5041f0a5981c4058600160919257e1228f19ef12a59d35879","f80e760dc2a4cdf5041f0a5981c4058600160919257e1228f19ef12a59d35879",,,,,
"95","gpt4_0b2f1d21","temporal_timeline","False",,,,,,,,"False",,"sealed_baseline_preserved","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","810d7c3ca6aa6411102588f8636833035138a35f32f5e7b2df96d2ab2dc4d660","810d7c3ca6aa6411102588f8636833035138a35f32f5e7b2df96d2ab2dc4d660",,,,,
"96","e47becba","direct_extract","False",,,,,,,,"False",,"sealed_baseline_preserved","False","True","True","False","False","sealed_baseline_judge","True","True","1","1","1fb60d12ef76e39ba894129db3cbd1f7099e5ca60c9b7fc1fe373a09d6deafb1","1fb60d12ef76e39ba894129db3cbd1f7099e5ca60c9b7fc1fe373a09d6deafb1",,,,,
"97","7405e8b1","numeric_reduce","True","29","20","49","2434","empty","0",,"True","empty_compression","sealed_baseline_fallback","False","False","False","False","False","sealed_baseline_judge","False","False","0","0","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","807a4f302e7bbba11532101d40190ff6b4b1fea91a52a4eeb9982c06614bca62","dd2c2794587e06d62d8ca1d6ee585494e9518d6f213a32e7d20369973ad97b7f","a3ee15b6087e53092d6394b88ad5d1cad6d2f34c36afed2effce6bd11a25504b",,,
"98","50635ada","state_chain","False",,,,,,,,"False",,"sealed_baseline_preserved","False","True","True","False","False","sealed_baseline_judge","True","True","1","1","f3555b0b6bf360d9046219a992c225a08372fc8e4ebcf489a8b0c7ff7803d707","f3555b0b6bf360d9046219a992c225a08372fc8e4ebcf489a8b0c7ff7803d707",,,,,
"99","311778f1","numeric_reduce","True","23","8","31","1773","empty","0",,"True","empty_compression","sealed_baseline_fallback","False","True","True","False","False","sealed_baseline_judge","False","False","0.6666666666666666","0.6666666666666666","3e6063cec5a586f99274af4348e4c1af857fbd78a52a990f7804cbb3f041e034","3e6063cec5a586f99274af4348e4c1af857fbd78a52a990f7804cbb3f041e034","dd2c2794587e06d62d8ca1d6ee585494e9518d6f213a32e7d20369973ad97b7f","9641c9a45e59e691ff9ca88f1af2aaa49b2cfbeb8ac7f41f17a0a1bad510c2ee",,,
