ordinal,question_id,benchmark_category,retrieval_topology,source_arity,source_locality,expected_source_count,source_span_sessions,intervening_source_count,expected_source_ids,expected_source_positions,answer_operator,negative_reference,semantic_correct,abstained,incorrect_abstention,s1_failure_boundary,first_any_source_stage,first_all_sources_stage,first_literal_answer_stage,first_all_value_components_stage,S0_evidence_count,S0_added_evidence_count,S0_retrieved_expected_source_count,S0_evidence_source_recall,S0_any_evidence_source,S0_all_evidence_sources,S0_literal_answer_present,S0_answer_value_component_recall,S0_admission_status,S1_evidence_count,S1_added_evidence_count,S1_retrieved_expected_source_count,S1_evidence_source_recall,S1_any_evidence_source,S1_all_evidence_sources,S1_literal_answer_present,S1_answer_value_component_recall,S1_admission_status,S2_evidence_count,S2_added_evidence_count,S2_retrieved_expected_source_count,S2_evidence_source_recall,S2_any_evidence_source,S2_all_evidence_sources,S2_literal_answer_present,S2_answer_value_component_recall,S2_admission_status,S3_evidence_count,S3_added_evidence_count,S3_retrieved_expected_source_count,S3_evidence_source_recall,S3_any_evidence_source,S3_all_evidence_sources,S3_literal_answer_present,S3_answer_value_component_recall,S3_admission_status,question_date,question,reference_answer,prediction
48,gpt4_0a05b494,temporal-reasoning,dispersed_join,pair,dispersed,2,9,7,"[""answer_a68db5db_2"",""answer_a68db5db_1""]","[7,15]",temporal_order_select,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,31,31,2,1.0,True,True,False,,root,51,20,2,1.0,True,True,False,,added,51,0,2,1.0,True,True,False,,budget_exhausted,51,0,2,1.0,True,True,False,,budget_exhausted,2023/05/23 (Tue) 00:30,"Who did I meet first, the woman selling jam at the farmer's market or the tourist from Australia?",the woman selling jam at the farmer's market,The woman selling jam at the farmer's market
49,a89d7624,single-session-preference,point,point,point,1,1,0,"[""answer_8f15ac24""]",[34],preference_synthesis,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,40,40,1,1.0,True,True,False,,root,56,16,1,1.0,True,True,False,,added,56,0,1,1.0,True,True,False,,budget_exhausted,56,0,1,1.0,True,True,False,,budget_exhausted,2023/05/30 (Tue) 21:17,I'm planning a trip to Denver soon. Any suggestions on what to do there?,"The user would prefer responses that take into account their previous experience in Denver, specifically their interest in live music and memorable encounter with Brandon Flowers. They might appreciate suggestions that revisit or build upon this experience, such as revisiting the same bar or exploring similar music venues in the area. The user may not prefer general tourist recommendations or activities unrelated to their interest in live music.","Visit Red Rocks Amphitheatre, The Ogden Theatre, Bluebird Theater, and Larimer Lounge."
50,gpt4_5501fe77,multi-session,dispersed_join,fanout,dispersed,3,5,2,"[""answer_203bf3fa_1"",""answer_203bf3fa_3"",""answer_203bf3fa_2""]","[36,39,40]",set_or_list_join,False,False,False,False,all_sources_and_literal_answer_in_s1,S0,S0,S0,unreached,41,41,3,1.0,True,True,True,,root,57,16,3,1.0,True,True,True,,added,57,0,3,1.0,True,True,True,,budget_exhausted,57,0,3,1.0,True,True,True,,budget_exhausted,2023/05/30 (Tue) 22:43,Which social media platform did I gain the most followers on over the past month?,TikTok,Twitter
51,41698283,knowledge-update,dispersed_join,pair,dispersed,2,41,39,"[""answer_c7ddc051_1"",""answer_c7ddc051_2""]","[4,44]",state_update,False,True,False,False,semantic_correct,S0,S0,S0,unreached,36,36,2,1.0,True,True,True,,root,55,19,2,1.0,True,True,True,,added,55,0,2,1.0,True,True,True,,budget_exhausted,55,0,2,1.0,True,True,True,,budget_exhausted,2023/09/21 (Thu) 08:41,What type of camera lens did I purchase most recently?,a 70-200mm zoom lens,70-200mm zoom lens
52,3d86fd0a,single-session-user,point,point,point,1,1,0,"[""answer_19c24c11""]",[8],direct_lookup,False,True,False,False,semantic_correct,S0,S0,S0,unreached,46,46,1,1.0,True,True,True,,root,64,18,1,1.0,True,True,True,,added,64,0,1,1.0,True,True,True,,budget_exhausted,64,0,1,1.0,True,True,True,,budget_exhausted,2023/05/30 (Tue) 11:59,Where did I meet Sophia?,a coffee shop in the city,A coffee shop in the city.
53,3a704032,multi-session,dispersed_join,fanout,dispersed,3,16,13,"[""answer_c2204106_2"",""answer_c2204106_3"",""answer_c2204106_1""]","[1,13,16]",numeric_aggregate_compare,False,False,True,True,no_labeled_source_in_s1,unreached,unreached,S0,unreached,20,20,0,0.0,False,False,True,,root,35,15,0,0.0,False,False,True,,added,35,0,0,0.0,False,False,True,,budget_exhausted,35,0,0,0.0,False,False,True,,budget_exhausted,2023/05/30 (Tue) 21:51,How many plants did I acquire in the last month?,3,I don't know.
54,gpt4_8279ba03,temporal-reasoning,point,point,point,1,1,0,"[""answer_56521e66_1""]",[37],temporal_order_select,False,False,True,True,no_labeled_source_in_s1,unreached,unreached,unreached,unreached,45,45,0,0.0,False,False,False,,root,63,18,0,0.0,False,False,False,,added,63,0,0,0.0,False,False,False,,budget_exhausted,63,0,0,0.0,False,False,False,,budget_exhausted,2023/03/25 (Sat) 18:26,What kitchen appliance did I buy 10 days ago?,a smoker,I don't know
55,d52b4f67,single-session-user,point,point,point,1,1,0,"[""answer_0df6aa4b""]",[47],direct_lookup,False,True,False,False,semantic_correct,S0,S0,S0,unreached,40,40,1,1.0,True,True,True,,root,55,15,1,1.0,True,True,True,,added,55,0,1,1.0,True,True,True,,budget_exhausted,55,0,1,1.0,True,True,True,,budget_exhausted,2023/05/30 (Tue) 23:57,Where did I attend my cousin's wedding?,The Grand Ballroom,Grand Ballroom
56,gpt4_1e4a8aeb,temporal-reasoning,dispersed_join,pair,dispersed,2,35,33,"[""answer_16bd5ea5_1"",""answer_16bd5ea5_2""]","[5,39]",temporal_interval,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,22,22,2,1.0,True,True,False,,root,37,15,2,1.0,True,True,False,,added,37,0,2,1.0,True,True,False,,budget_exhausted,37,0,2,1.0,True,True,False,,budget_exhausted,2023/05/08 (Mon) 06:05,How many days passed between the day I attended the gardening workshop and the day I planted the tomato saplings?,6 days. 7 days (including the last day) is also acceptable.,6 days
57,6071bd76,knowledge-update,dispersed_join,pair,dispersed,2,20,18,"[""answer_4dac77cb_1"",""answer_4dac77cb_2""]","[1,20]",state_update,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,42,42,2,1.0,True,True,False,,root,58,16,2,1.0,True,True,False,,added,58,0,2,1.0,True,True,False,,budget_exhausted,58,0,2,1.0,True,True,False,,budget_exhausted,2023/07/30 (Sun) 05:53,"For the coffee-to-water ratio in my French press, did I switch to more water per tablespoon of coffee, or less?",You switched to less water (5 ounces) per tablespoon of coffee.,Less.
58,b9cfe692,temporal-reasoning,dispersed_join,fanout,dispersed,3,29,26,"[""answer_5e3bb940_3"",""answer_5e3bb940_2"",""answer_5e3bb940_1""]","[25,17,45]",temporal_interval,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,39,39,3,1.0,True,True,False,,root,55,16,3,1.0,True,True,False,,added,55,0,3,1.0,True,True,False,,budget_exhausted,55,0,3,1.0,True,True,False,,budget_exhausted,2023/05/24 (Wed) 08:08,How long did I take to finish 'The Seven Husbands of Evelyn Hugo' and 'The Nightingale' combined?,5.5 weeks,5½ weeks
59,b29f3365,temporal-reasoning,dispersed_join,pair,dispersed,2,27,25,"[""answer_436d4309_2"",""answer_436d4309_1""]","[36,10]",temporal_interval,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,36,36,2,1.0,True,True,False,,root,55,19,2,1.0,True,True,False,,added,55,0,2,1.0,True,True,False,,budget_exhausted,55,0,2,1.0,True,True,False,,budget_exhausted,2023/05/25 (Thu) 19:07,How long had I been taking guitar lessons when I bought the new guitar amp?,Four weeks,4 weeks
60,3b6f954b,single-session-user,point,point,point,1,1,0,"[""answer_94030872""]",[21],direct_lookup,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,38,38,1,1.0,True,True,False,,root,58,20,1,1.0,True,True,False,,added,58,0,1,1.0,True,True,False,,budget_exhausted,58,0,1,1.0,True,True,False,,budget_exhausted,2023/05/30 (Tue) 16:24,Where did I attend for my study abroad program?,University of Melbourne in Australia,University of Melbourne
61,gpt4_15e38248,multi-session,dispersed_join,fanout,dispersed,4,37,33,"[""answer_8858d9dc_3"",""answer_8858d9dc_1"",""answer_8858d9dc_4"",""answer_8858d9dc_2""]","[6,27,32,42]",numeric_aggregate_compare,False,False,False,False,partial_labeled_sources_in_s1,S0,unreached,S0,unreached,26,26,1,0.25,True,False,True,,root,44,18,1,0.25,True,False,True,,added,44,0,1,0.25,True,False,True,,budget_exhausted,44,0,1,0.25,True,False,True,,budget_exhausted,2023/05/30 (Tue) 15:31,"How many pieces of furniture did I buy, assemble, sell, or fix in the past few months?",4,1
62,1903aded,single-session-assistant,point,point,point,1,1,0,"[""answer_sharegpt_hA7AkP3_0""]",[29],direct_lookup,False,False,True,True,all_sources_without_literal_answer_in_s1,S0,S0,unreached,unreached,40,40,1,1.0,True,True,False,,root,57,17,1,1.0,True,True,False,,added,57,0,1,1.0,True,True,False,,budget_exhausted,57,0,1,1.0,True,True,False,,budget_exhausted,2023/05/30 (Tue) 20:57,I think we discussed work from home jobs for seniors earlier. Can you remind me what was the 7th job in the list you provided?,Transcriptionist.,I don't know
63,gpt4_4edbafa2,temporal-reasoning,dispersed_join,pair,dispersed,2,23,21,"[""answer_0a00c163_1"",""answer_0a00c163_2""]","[38,16]",temporal_order_select,False,False,True,True,no_labeled_source_in_s1,unreached,unreached,unreached,unreached,27,27,0,0.0,False,False,False,,root,46,19,0,0.0,False,False,False,,added,46,0,0,0.0,False,False,False,,budget_exhausted,46,0,0,0.0,False,False,False,,budget_exhausted,2023/07/01 (Sat) 02:36,What was the date on which I attended the first BBQ event in June?,June 3rd,I don't know
64,184da446,knowledge-update,dispersed_join,pair,dispersed,2,34,32,"[""answer_e2f4f947_1"",""answer_e2f4f947_2""]","[5,38]",state_update,False,True,False,False,semantic_correct,S0,S0,S0,unreached,21,21,2,1.0,True,True,True,,root,41,20,2,1.0,True,True,True,,added,41,0,2,1.0,True,True,True,,budget_exhausted,41,0,2,1.0,True,True,True,,budget_exhausted,2023/06/17 (Sat) 04:02,How many pages of 'A Short History of Nearly Everything' have I read so far?,220,220
65,5025383b,multi-session,dispersed_join,pair,dispersed,2,5,3,"[""answer_688f9a3f_1"",""answer_688f9a3f_2""]","[41,45]",set_or_list_join,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,40,40,2,1.0,True,True,False,,root,57,17,2,1.0,True,True,False,,added,57,0,2,1.0,True,True,False,,budget_exhausted,57,0,2,1.0,True,True,False,,budget_exhausted,2023/05/30 (Tue) 19:49,What are the two hobbies that led me to join online communities?,photography and cooking,Cooking and photography
66,00ca467f,multi-session,dispersed_join,fanout,dispersed,3,40,37,"[""answer_39900a0a_3"",""answer_39900a0a_2"",""answer_39900a0a_1""]","[1,12,40]",numeric_aggregate_compare,False,True,False,False,semantic_correct,S0,S0,S0,unreached,23,23,3,1.0,True,True,True,,root,32,9,3,1.0,True,True,True,,added,36,4,3,1.0,True,True,True,,added,36,0,3,1.0,True,True,True,,budget_exhausted,2023/03/27 (Mon) 23:35,How many doctor's appointments did I go to in March?,2,2
67,80ec1f4f,multi-session,dispersed_join,fanout,dispersed,3,8,5,"[""answer_990c8992_2"",""answer_990c8992_1"",""answer_990c8992_3""]","[27,32,34]",numeric_aggregate_compare,False,False,False,False,all_sources_and_literal_answer_in_s1,S0,S0,S0,unreached,25,25,3,1.0,True,True,True,,root,43,18,3,1.0,True,True,True,,added,43,0,3,1.0,True,True,True,,budget_exhausted,43,0,3,1.0,True,True,True,,budget_exhausted,2023/03/03 (Fri) 23:25,How many different museums or galleries did I visit in the month of February?,2,3
68,8e9d538c,single-session-user,point,point,point,1,1,0,"[""answer_7bdcbd23""]",[34],direct_lookup,False,True,False,False,semantic_correct,S0,S0,S0,unreached,20,20,1,1.0,True,True,True,,root,37,17,1,1.0,True,True,True,,added,37,0,1,1.0,True,True,True,,budget_exhausted,37,0,1,1.0,True,True,True,,budget_exhausted,2023/05/30 (Tue) 18:03,How many skeins of worsted weight yarn did I find in my stash?,17,17
69,0a995998,multi-session,dispersed_join,fanout,dispersed,3,20,17,"[""answer_afa9873b_2"",""answer_afa9873b_3"",""answer_afa9873b_1""]","[11,19,30]",numeric_aggregate_compare,False,False,False,False,all_sources_and_literal_answer_in_s1,S0,S0,S0,unreached,13,13,3,1.0,True,True,True,,root,31,18,3,1.0,True,True,True,,added,31,0,3,1.0,True,True,True,,budget_exhausted,31,0,3,1.0,True,True,True,,budget_exhausted,2023/02/15 (Wed) 23:50,How many items of clothing do I need to pick up or return from a store?,3,2
70,561fabcd,single-session-assistant,point,point,point,1,1,0,"[""answer_sharegpt_hChsWOp_97""]",[46],direct_lookup,False,False,True,True,all_sources_and_literal_answer_in_s1,S0,S0,S0,unreached,49,49,1,1.0,True,True,True,,root,69,20,1,1.0,True,True,True,,added,69,0,1,1.0,True,True,True,,budget_exhausted,69,0,1,1.0,True,True,True,,budget_exhausted,2023/05/30 (Tue) 20:36,"I was thinking back to our previous conversation about the Radiation Amplified zombie, and I was wondering if you remembered what we finally decided to name it?",Fissionator.,I don't know
71,1d4da289,single-session-assistant,point,point,point,1,1,0,"[""answer_ultrachat_348449""]",[16],direct_lookup,False,False,False,False,all_sources_without_literal_answer_in_s1,S0,S0,unreached,unreached,39,39,1,1.0,True,True,False,,root,58,19,1,1.0,True,True,False,,added,58,0,1,1.0,True,True,False,,budget_exhausted,58,0,1,1.0,True,True,False,,budget_exhausted,2023/05/30 (Tue) 20:26,I was thinking about our previous conversation about data privacy and security. You mentioned that companies use two-factor authentication to enhance security. Can you remind me what kind of two-factor authentication methods you were referring to?,I mentioned biometric authentication or one-time passwords (OTP) as examples of two-factor authentication methods.,"SMS, voice call, or an authenticator app."
72,6456829e_abs,multi-session,dispersed_join,pair,dispersed,2,32,30,"[""answer_743f03a1_abs_1"",""answer_743f03a1_abs_2""]","[14,45]",insufficient_evidence,True,False,True,True,all_sources_without_literal_answer_in_s1,S0,S0,unreached,unreached,38,38,2,1.0,True,True,False,,root,55,17,2,1.0,True,True,False,,added,55,0,2,1.0,True,True,False,,budget_exhausted,55,0,2,1.0,True,True,False,,budget_exhausted,2023/05/30 (Tue) 14:24,How many plants did I initially plant for tomatoes and chili peppers?,The information provided is not enough. You mentioned planting 5 plants for tomatoes but you did not mention chili peppers.,I don't know
73,gpt4_8e165409,temporal-reasoning,dispersed_join,pair,dispersed,2,28,26,"[""answer_d97db962_1"",""answer_d97db962_2""]","[4,31]",temporal_interval,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,16,16,2,1.0,True,True,False,,root,37,21,2,1.0,True,True,False,,added,37,0,2,1.0,True,True,False,,budget_exhausted,37,0,2,1.0,True,True,False,,budget_exhausted,2023/03/26 (Sun) 15:53,"How many days passed between the day I repotted the previous spider plant and the day I gave my neighbor, Mrs. Johnson, a few cuttings from my spider plant?",14 days. 15 days (including the last day) is also acceptable.,14 days
74,41275add,single-session-assistant,point,point,point,1,1,0,"[""answer_sharegpt_81riySf_0""]",[25],direct_lookup,False,False,True,True,all_sources_without_literal_answer_in_s1,S0,S0,unreached,unreached,38,38,1,1.0,True,True,False,,root,59,21,1,1.0,True,True,False,,added,59,0,1,1.0,True,True,False,,budget_exhausted,59,0,1,1.0,True,True,False,,budget_exhausted,2023/05/30 (Tue) 14:25,I wanted to follow up on our previous conversation about YouTube videos for workplace posture. Can you remind me of the Mayo Clinic video you recommended?,The video is 'How to Sit Properly at a Desk to Avoid Back Pain' and the link is https://www.youtube.com/watch?v=UfOvNlX9Hh0.,I don't know
75,2318644b,multi-session,dispersed_join,pair,dispersed,2,5,3,"[""answer_eaa8e3ef_1"",""answer_eaa8e3ef_2""]","[16,20]",numeric_aggregate_compare,False,False,False,False,all_sources_without_literal_answer_in_s1,S0,S0,unreached,unreached,40,40,2,1.0,True,True,False,,root,59,19,2,1.0,True,True,False,,added,59,0,2,1.0,True,True,False,,budget_exhausted,59,0,2,1.0,True,True,False,,budget_exhausted,2023/05/30 (Tue) 22:16,How much more did I spend on accommodations per night in Hawaii compared to Tokyo?,$270,Over $270 per night.
76,2e6d26dc,multi-session,dispersed_join,fanout,dispersed,4,31,27,"[""answer_fa526fc0_4"",""answer_fa526fc0_3"",""answer_fa526fc0_1"",""answer_fa526fc0_2""]","[4,17,23,34]",numeric_aggregate_compare,False,True,False,False,semantic_correct,S0,unreached,S0,unreached,16,16,2,0.5,True,False,True,,root,33,17,2,0.5,True,False,True,,added,33,0,2,0.5,True,False,True,,budget_exhausted,33,0,2,0.5,True,False,True,,budget_exhausted,2023/05/13 (Sat) 23:55,How many babies were born to friends and family members in the last few months?,5,5
77,0bc8ad92,temporal-reasoning,dispersed_join,fanout,dispersed,3,21,18,"[""answer_f4ea84fb_3"",""answer_f4ea84fb_2"",""answer_f4ea84fb_1""]","[9,12,29]",temporal_interval,False,True,False,False,semantic_correct,S0,unreached,S0,unreached,40,40,1,0.3333333333333333,True,False,True,,root,59,19,1,0.3333333333333333,True,False,True,,added,59,0,1,0.3333333333333333,True,False,True,,budget_exhausted,59,0,1,0.3333333333333333,True,False,True,,budget_exhausted,2023/03/25 (Sat) 17:18,How many months have passed since I last visited a museum with a friend?,5,5 months
78,8979f9ec,multi-session,dispersed_join,pair,dispersed,2,10,8,"[""answer_35e36341_1"",""answer_35e36341_2""]","[20,29]",numeric_aggregate_compare,False,False,True,True,all_sources_without_literal_answer_in_s1,S0,S0,unreached,unreached,17,17,2,1.0,True,True,False,,root,36,19,2,1.0,True,True,False,,added,36,0,2,1.0,True,True,False,,budget_exhausted,36,0,2,1.0,True,True,False,,budget_exhausted,2023/05/30 (Tue) 21:03,What is the total number of lunch meals I got from the chicken fajitas and lentil soup?,8 meals,I don't know
79,7527f7e2,single-session-user,point,point,point,1,1,0,"[""answer_7cb94507""]",[15],direct_lookup,False,True,False,False,semantic_correct,S0,S0,S0,unreached,43,43,1,1.0,True,True,True,,root,63,20,1,1.0,True,True,True,,added,63,0,1,1.0,True,True,True,,budget_exhausted,63,0,1,1.0,True,True,True,,budget_exhausted,2023/05/30 (Tue) 23:20,How much did I spend on a designer handbag?,$800,$800
80,58ef2f1c,single-session-user,point,point,point,1,1,0,"[""answer_59547700""]",[49],direct_lookup,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,42,42,1,1.0,True,True,False,,root,59,17,1,1.0,True,True,False,,added,59,0,1,1.0,True,True,False,,budget_exhausted,59,0,1,1.0,True,True,False,,budget_exhausted,2023/04/02 (Sun) 23:49,When did I volunteer at the local animal shelter's fundraising dinner?,February 14th,Valentine's Day
81,1a1907b4,single-session-preference,point,point,point,1,1,0,"[""answer_719502eb""]",[5],preference_synthesis,False,False,False,False,no_labeled_source_in_s1,unreached,unreached,unreached,unreached,40,40,0,0.0,False,False,False,,root,58,18,0,0.0,False,False,False,,added,58,0,0,0.0,False,False,False,,budget_exhausted,58,0,0,0.0,False,False,False,,budget_exhausted,2023/05/30 (Tue) 22:31,"I've been thinking about making a cocktail for an upcoming get-together, but I'm not sure which one to choose. Any suggestions?","Considering their mixology class background, the user would prefer cocktail suggestions that build upon their existing skills and interests, such as creative variations of classic cocktails or innovative twists on familiar flavors. They might appreciate recommendations that incorporate their experience with refreshing summer drinks like Pimm's Cup. The user would not prefer overly simplistic or basic cocktail recipes, and may not be interested in suggestions that don't take into account their mixology class background.",Colorado Mule
82,1d4e3b97,single-session-preference,point,point,point,1,1,0,"[""answer_e6b6353d""]",[40],preference_synthesis,False,False,False,False,all_sources_without_literal_answer_in_s1,S0,S0,unreached,unreached,39,39,1,1.0,True,True,False,,root,54,15,1,1.0,True,True,False,,added,54,0,1,1.0,True,True,False,,budget_exhausted,54,0,1,1.0,True,True,False,,budget_exhausted,2024/02/20 (Tue) 23:40,I noticed my bike seems to be performing even better during my Sunday group rides. Could there be a reason for this?,"The user would prefer responses that reference specific details from their previous interactions, such as the replacement of the bike's chain and cassette, and the use of a new Garmin bike computer. They might prefer explanations that connect these details to the observed improvement in bike performance. The user may not prefer responses that fail to acknowledge these specific details or provide vague, general explanations for the improvement.",You replaced the chain and cassette on February 1st.
83,c14c00dd,single-session-user,point,point,point,1,1,0,"[""answer_304511ce""]",[10],direct_lookup,False,False,True,True,all_sources_and_literal_answer_in_s1,S0,S0,S0,unreached,44,44,1,1.0,True,True,True,,root,62,18,1,1.0,True,True,True,,added,62,0,1,1.0,True,True,True,,budget_exhausted,62,0,1,1.0,True,True,True,,budget_exhausted,2023/05/30 (Tue) 19:01,What brand of shampoo do I currently use?,Trader Joe's,I don't know
84,2a1811e2,temporal-reasoning,dispersed_join,pair,dispersed,2,20,18,"[""answer_1cc3cd0c_1"",""answer_1cc3cd0c_2""]","[26,7]",temporal_interval,False,False,True,True,no_labeled_source_in_s1,unreached,unreached,unreached,unreached,10,10,0,0.0,False,False,False,,root,26,16,0,0.0,False,False,False,,added,26,0,0,0.0,False,False,False,,budget_exhausted,26,0,0,0.0,False,False,False,,budget_exhausted,2023/03/26 (Sun) 12:05,How many days had passed between the Hindu festival of Holi and the Sunday mass at St. Mary's Church?,21 days. 22 days (including the last day) is also acceptable.,I don't know
85,gpt4_1d4ab0c9,temporal-reasoning,dispersed_join,pair,dispersed,2,31,29,"[""answer_febde667_1"",""answer_febde667_2""]","[13,43]",temporal_interval,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,15,15,2,1.0,True,True,False,,root,26,11,2,1.0,True,True,False,,added,27,1,2,1.0,True,True,False,,added,29,2,2,1.0,True,True,False,,added,2023/04/18 (Tue) 10:43,How many days passed between the day I started watering my herb garden and the day I harvested my first batch of fresh herbs?,24 days. 25 days (including the last day) is also acceptable.,24 days
86,gpt4_7f6b06db,temporal-reasoning,dispersed_join,fanout,dispersed,3,20,17,"[""answer_5d8c99d3_1"",""answer_5d8c99d3_2"",""answer_5d8c99d3_3""]","[30,38,49]",temporal_order_select,False,False,True,True,partial_labeled_sources_in_s1,S0,unreached,unreached,unreached,17,17,1,0.3333333333333333,True,False,False,0.3333333333333333,root,35,18,1,0.3333333333333333,True,False,False,0.3333333333333333,added,35,0,1,0.3333333333333333,True,False,False,0.3333333333333333,budget_exhausted,35,0,1,0.3333333333333333,True,False,False,0.3333333333333333,budget_exhausted,2023/06/01 (Thu) 03:56,"What is the order of the three trips I took in the past three months, from earliest to latest?","I went on a day hike to Muir Woods National Monument with my family, then I went on a road trip with friends to Big Sur and Monterey, and finally I started my solo camping trip to Yosemite National Park.",I don't know
87,2788b940,multi-session,dispersed_join,fanout,dispersed,4,43,39,"[""answer_8f6b938d_1"",""answer_8f6b938d_3"",""answer_8f6b938d_4"",""answer_8f6b938d_2""]","[1,39,41,43]",numeric_aggregate_compare,False,True,False,False,semantic_correct,S0,S0,S0,unreached,22,22,4,1.0,True,True,True,,root,37,15,4,1.0,True,True,True,,added,37,0,4,1.0,True,True,True,,budget_exhausted,37,0,4,1.0,True,True,True,,budget_exhausted,2023/05/30 (Tue) 20:00,How many fitness classes do I attend in a typical week?,5,5
88,gpt4_e072b769,temporal-reasoning,point,point,point,1,1,0,"[""answer_c19bd2bf_1""]",[20],temporal_interval,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,22,22,1,1.0,True,True,False,,root,38,16,1,1.0,True,True,False,,added,38,0,1,1.0,True,True,False,,budget_exhausted,38,0,1,1.0,True,True,False,,budget_exhausted,2023/05/06 (Sat) 09:18,How many weeks ago did I start using the cashback app 'Ibotta'?,3 weeks ago,3 weeks ago
89,c7cf7dfd,single-session-assistant,point,point,point,1,1,0,"[""answer_ultrachat_456407""]",[46],direct_lookup,False,True,False,False,semantic_correct,S0,S0,S1,unreached,44,44,1,1.0,True,True,False,,root,63,19,1,1.0,True,True,True,,added,63,0,1,1.0,True,True,True,,budget_exhausted,63,0,1,1.0,True,True,True,,budget_exhausted,2023/05/30 (Tue) 20:59,"I'm going back to our previous conversation about traditional Indian embroidery and tailoring techniques. Can you remind me of the name of that online store based in India that sells traditional Indian fabrics, threads, and embellishments?",Nostalgia,Nostalgia
90,affe2881,knowledge-update,dispersed_join,pair,dispersed,2,11,9,"[""answer_90de9b4d_1"",""answer_90de9b4d_2""]","[16,26]",state_update,False,True,False,False,semantic_correct,S0,S0,S0,unreached,37,37,2,1.0,True,True,True,,root,55,18,2,1.0,True,True,True,,added,55,0,2,1.0,True,True,True,,budget_exhausted,55,0,2,1.0,True,True,True,,budget_exhausted,2023/06/07 (Wed) 02:42,How many different species of birds have I seen in my local park?,32,32
91,gpt4_1916e0ea,temporal-reasoning,dispersed_join,pair,dispersed,2,48,46,"[""answer_447052a5_2"",""answer_447052a5_1""]","[4,51]",temporal_interval,False,True,False,False,semantic_correct,S0,S0,unreached,unreached,21,21,2,1.0,True,True,False,,root,37,16,2,1.0,True,True,False,,added,37,0,2,1.0,True,True,False,,budget_exhausted,37,0,2,1.0,True,True,False,,budget_exhausted,2023/03/18 (Sat) 00:06,How many days passed between the day I cancelled my FarmFresh subscription and the day I did my online grocery shopping from Instacart?,54 days. 55 days (including the last day) is also acceptable.,54 days
92,078150f1,multi-session,dispersed_join,pair,dispersed,2,34,32,"[""answer_254d8b09_1"",""answer_254d8b09_2""]","[0,33]",numeric_aggregate_compare,False,True,False,False,semantic_correct,S0,S0,S0,unreached,42,42,2,1.0,True,True,True,,root,60,18,2,1.0,True,True,True,,added,60,0,2,1.0,True,True,True,,budget_exhausted,60,0,2,1.0,True,True,True,,budget_exhausted,2023/05/30 (Tue) 23:36,How much more money did I raise than my initial goal in the charity cycling event?,$50,$50
93,eac54add,temporal-reasoning,dispersed_join,pair,dispersed,2,24,22,"[""answer_0d4d0348_1"",""answer_0d4d0348_2""]","[10,33]",temporal_order_select,False,False,True,True,no_labeled_source_in_s1,unreached,unreached,unreached,unreached,44,44,0,0.0,False,False,False,,root,62,18,0,0.0,False,False,False,,added,62,0,0,0.0,False,False,False,,budget_exhausted,62,0,0,0.0,False,False,False,,budget_exhausted,2023/03/28 (Tue) 20:35,What was the significant buisiness milestone I mentioned four weeks ago?,I signed a contract with my first client.,I don't know.
94,9a707b81,temporal-reasoning,dispersed_join,pair,dispersed,2,32,30,"[""answer_dba89487_2"",""answer_dba89487_1""]","[20,51]",temporal_interval,False,False,False,False,all_sources_without_literal_answer_in_s1,S0,S0,unreached,unreached,43,43,2,1.0,True,True,False,,root,61,18,2,1.0,True,True,False,,added,61,0,2,1.0,True,True,False,,budget_exhausted,61,0,2,1.0,True,True,False,,budget_exhausted,2022/04/15 (Fri) 18:46,How many days ago did I attend a baking class at a local culinary school when I made my friend's birthday cake?,21 days. 22 days (including the last day) is also acceptable.,26 days
95,gpt4_0b2f1d21,temporal-reasoning,dispersed_join,pair,dispersed,2,22,20,"[""answer_c4e5d969_2"",""answer_c4e5d969_1""]","[3,24]",temporal_order_select,False,False,True,True,partial_labeled_sources_in_s1,S0,unreached,unreached,unreached,10,10,1,0.5,True,False,False,,root,27,17,1,0.5,True,False,False,,added,27,0,1,0.5,True,False,False,,budget_exhausted,27,0,1,0.5,True,False,False,,budget_exhausted,2023/05/25 (Thu) 09:31,"Which event happened first, the purchase of the coffee maker or the malfunction of the stand mixer?",The malfunction of the stand mixer,I don't know.
96,e47becba,single-session-user,point,point,point,1,1,0,"[""answer_280352e9""]",[51],direct_lookup,False,True,False,False,semantic_correct,S0,S0,S0,unreached,47,47,1,1.0,True,True,True,,root,63,16,1,1.0,True,True,True,,added,63,0,1,1.0,True,True,True,,budget_exhausted,63,0,1,1.0,True,True,True,,budget_exhausted,2023/05/30 (Tue) 23:40,What degree did I graduate with?,Business Administration,Business Administration
